CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;72;162;123;84;1250;200
01:00;58;145;120;47;1110;129
02:00;36;58;52;15;610;58
03:00;36;58;52;16;520;60
04:00;44;72;63;30;590;88
05:00;52;79;68;45;630;120
06:00;71;92;73;178;970;342
07:00;83;106;83;261;1460;481
08:00;76;82;63;170;1270;335
09:00;83;74;51;175;1350;350
10:00;78;60;42;115;790;252
11:00;67;55;40;79;610;187
12:00;78;47;34;87;720;211
13:00;;48;30;;;
14:00;99;45;28;118;780;279
15:00;98;47;27;123;880;285
16:00;108;49;27;141;980;324
17:00;110;54;29;132;1050;311
18:00;115;49;26;160;1160;359
19:00;124;52;31;159;1250;367
20:00;130;109;64;185;1980;412
21:00;117;183;95;194;1700;414
22:00;94;200;117;133;1490;297
23:00;87;181;122;128;1520;281
