CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;39;51;27;960;80
01:00;23;52;17;710;49
02:00;20;47;8;580;32
03:00;22;45;11;620;38
04:00;21;46;8;560;34
05:00;26;33;16;540;50
06:00;33;36;45;720;103
07:00;31;52;64;980;130
08:00;46;37;102;1390;202
09:00;44;52;109;1520;210
10:00;41;45;84;1140;170
11:00;44;46;78;1030;163
12:00;38;48;70;1080;144
13:00;40;53;79;1140;160
14:00;58;70;106;1420;220
15:00;40;61;79;1290;160
16:00;42;54;75;1360;156
17:00;48;54;99;1510;200
18:00;51;49;87;1520;183
19:00;42;44;60;1160;133
20:00;43;45;55;1260;127
21:00;40;44;54;1070;123
22:00;49;58;58;1150;137
23:00;44;52;53;1190;126
