CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;48;77;75;1560;163
01:00;46;192;100;2190;199
02:00;41;179;97;2310;190
03:00;44;195;97;2640;191
04:00;43;215;86;2070;173
05:00;45;179;90;2440;181
06:00;49;201;112;2560;220
07:00;55;212;173;3010;318
08:00;63;191;244;3780;436
09:00;61;196;192;3160;354
10:00;81;203;260;3560;477
11:00;78;199;210;2640;399
12:00;72;168;196;2080;371
13:00;47;147;95;1250;191
14:00;59;156;124;1370;246
15:00;71;150;131;1700;272
16:00;72;121;176;2280;342
17:00;94;132;219;2780;429
18:00;76;132;156;2440;313
19:00;75;81;156;2230;313
20:00;76;60;146;2000;299
21:00;70;80;149;2100;297
22:00;56;107;106;1730;216
23:00;46;80;58;1380;134
