CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;71;152;128;2420;264
01:00;54;97;37;1140;111
02:00;50;85;29;970;93
03:00;50;69;31;910;96
04:00;41;64;19;790;70
05:00;33;57;21;720;64
06:00;43;51;46;770;113
07:00;60;71;105;1090;219
08:00;65;88;129;1320;261
09:00;73;75;165;1410;324
10:00;81;76;223;1820;421
11:00;72;93;166;1700;325
12:00;70;78;127;1480;263
13:00;76;74;138;1270;287
14:00;74;123;120;1190;256
15:00;75;146;108;1100;240
16:00;75;104;110;1530;240
17:00;87;99;129;1700;282
18:00;89;118;175;1800;356
19:00;102;119;207;2150;419
20:00;112;134;250;2880;494
21:00;107;167;282;3040;538
22:00;86;208;162;2480;332
23:00;80;171;135;2380;285
