CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;23;80;68;47;1100;95
01:00;31;90;72;62;920;126
02:00;31;104;77;57;930;118
03:00;28;106;72;46;870;98
04:00;29;131;80;56;930;114
05:00;29;118;75;73;950;141
06:00;32;121;81;90;1610;169
07:00;37;103;68;123;1260;224
08:00;38;99;70;128;1360;233
09:00;35;92;70;149;1330;262
10:00;42;89;72;149;1490;269
11:00;42;97;79;157;1540;281
12:00;44;103;85;159;1620;286
13:00;57;136;109;278;2230;482
14:00;51;132;105;195;2170;349
15:00;44;117;93;159;1820;286
16:00;43;103;85;163;1630;291
17:00;45;107;89;160;1590;288
18:00;43;118;95;175;1730;311
19:00;51;104;86;220;1800;387
20:00;43;90;77;166;1670;298
21:00;43;97;80;155;1630;279
22:00;26;96;79;111;1440;195
23:00;28;84;72;82;1300;152
