CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;69;43;33;68;900;173
01:00;61;44;35;58;810;150
02:00;18;36;29;12;390;37
03:00;15;36;29;11;380;30
04:00;17;37;29;13;390;36
05:00;25;37;32;28;410;67
06:00;36;40;32;84;600;164
07:00;50;41;33;148;960;277
08:00;51;42;34;149;980;280
09:00;61;40;31;133;930;264
10:00;56;37;27;93;740;198
11:00;55;31;22;73;630;168
12:00;56;33;24;56;700;141
13:00;67;30;21;61;680;160
14:00;64;30;22;48;580;137
15:00;69;28;21;58;610;157
16:00;85;28;21;75;760;198
17:00;71;30;21;47;610;143
18:00;79;30;21;54;630;161
19:00;93;30;21;71;850;202
20:00;108;31;21;87;1020;241
21:00;123;35;24;136;1200;331
22:00;114;40;28;195;1770;411
23:00;93;43;33;135;1370;299
