CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;33;7;37;88
01:00;35;6;31;81
02:00;22;;26;61
03:00;;;;
04:00;20;;21;51
05:00;21;83;24;56
06:00;32;57;48;105
07:00;36;36;61;127
08:00;39;41;81;161
09:00;37;24;84;163
10:00;35;28;78;152
11:00;38;18;79;156
12:00;36;20;73;147
13:00;48;16;73;157
14:00;59;16;121;243
15:00;53;21;100;205
16:00;40;22;63;134
17:00;49;18;73;158
18:00;45;15;64;141
19:00;46;22;70;152
20:00;47;27;64;143
21:00;45;21;60;136
22:00;51;13;71;158
23:00;47;10;60;137
