CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;33;26;520;71
01:00;20;13;430;39
02:00;21;11;410;38
03:00;21;13;370;40
04:00;15;8;360;27
05:00;14;10;280;28
06:00;21;16;310;45
07:00;25;19;320;54
08:00;30;28;390;72
09:00;36;33;410;86
10:00;36;31;420;83
11:00;42;36;460;97
12:00;43;40;500;103
13:00;45;47;560;116
14:00;42;38;480;100
15:00;49;47;540;120
16:00;50;48;570;123
17:00;54;45;640;122
18:00;44;35;570;98
19:00;61;61;750;153
20:00;53;42;670;116
21:00;52;42;750;117
22:00;44;34;650;96
23:00;39;30;580;84
