CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;53;80;37;1000;107
01:00;55;81;26;1180;93
02:00;33;124;55;870;116
03:00;30;79;60;830;120
04:00;28;86;73;850;138
05:00;34;57;136;1180;241
06:00;46;67;233;1880;400
07:00;70;75;349;2490;602
08:00;88;137;301;2460;547
09:00;92;164;241;2000;459
10:00;88;222;167;1730;342
11:00;96;184;156;1790;333
12:00;85;173;101;1470;238
13:00;79;190;74;1050;191
14:00;80;155;75;1040;193
15:00;81;82;73;1040;191
16:00;82;70;67;1020;183
17:00;79;71;63;1110;173
18:00;82;47;72;1060;191
19:00;83;67;98;1380;232
20:00;81;78;109;1330;247
21:00;70;80;83;1150;195
22:00;62;110;69;1060;165
23:00;54;88;43;950;119
