CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;54;55;13;770;72
01:00;49;72;12;780;66
02:00;45;41;19;660;73
03:00;40;43;15;620;62
04:00;39;35;28;570;80
05:00;47;35;91;990;184
06:00;60;40;138;1480;269
07:00;84;60;151;1960;313
08:00;107;83;144;1900;326
09:00;91;104;68;1560;193
10:00;91;78;68;1350;194
11:00;83;53;44;1420;148
12:00;86;45;44;1320;151
13:00;101;39;60;1540;191
14:00;107;34;70;1840;212
15:00;105;47;64;2050;202
16:00;112;34;58;1680;200
17:00;126;24;59;2120;215
18:00;;60;;;
19:00;126;58;54;1430;208
20:00;95;46;39;1130;155
21:00;83;75;34;1080;135
22:00;74;74;35;1040;128
23:00;76;59;28;1040;118
