CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;60;71;42;124
01:00;52;60;30;98
02:00;50;24;25;87
03:00;42;30;27;83
04:00;36;18;24;73
05:00;30;17;13;50
06:00;38;14;31;85
07:00;38;24;33;87
08:00;44;42;50;121
09:00;48;43;48;121
10:00;53;53;40;113
11:00;46;42;29;90
12:00;41;16;23;76
13:00;40;14;24;76
14:00;42;19;26;81
15:00;46;15;27;89
16:00;47;24;27;88
17:00;51;37;24;88
18:00;60;35;33;110
19:00;70;29;44;137
20:00;87;47;70;194
21:00;91;57;74;205
22:00;81;72;73;194
23:00;71;71;69;177
