CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;45;97;113;1290;218
01:00;36;104;77;980;154
02:00;27;31;12;450;44
03:00;28;23;15;440;50
04:00;33;21;33;470;84
05:00;46;33;97;820;195
06:00;55;32;170;1490;314
07:00;64;64;188;2160;352
08:00;64;81;196;1790;365
09:00;54;89;129;1370;251
10:00;61;105;131;1530;261
11:00;55;82;96;1090;201
12:00;55;73;98;1020;205
13:00;59;76;83;950;186
14:00;64;55;86;990;195
15:00;72;62;96;1220;219
16:00;72;46;84;1190;201
17:00;78;62;132;1550;279
18:00;84;48;169;1940;341
19:00;89;75;242;2460;459
20:00;72;106;166;1920;326
21:00;67;121;178;1770;339
22:00;59;127;158;1600;302
23:00;53;90;150;1750;281
