CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;63;60;58;151
01:00;19;60;10;33
02:00;16;9;7;26
03:00;16;12;8;28
04:00;26;15;16;51
05:00;28;15;23;61
06:00;49;23;65;147
07:00;53;23;78;171
08:00;66;26;98;214
09:00;72;40;129;267
10:00;63;47;102;217
11:00;45;36;131;245
12:00;57;36;76;171
13:00;69;28;76;184
14:00;77;27;82;200
15:00;87;39;101;239
16:00;78;41;90;214
17:00;86;40;83;211
18:00;91;36;87;222
19:00;97;36;107;260
20:00;96;48;116;272
21:00;102;47;160;345
22:00;90;51;124;279
23:00;77;57;129;273
