CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;5.04868;70.1109;137.058;95.0913;85.1497;1150.49;980.654;200.759
00:00;4.96029;50.5622;97.4304;73.5021;34.6586;886.94;1016.27;103.73
01:00;4.19681;41.0179;71.9901;53.2647;26.3529;624.334;1001.81;81.3
02:00;3.98511;32.9961;83.5301;65.3555;15.2626;668.469;983.867;56.4
03:00;4.32374;32.3212;91.2114;75.693;15.9516;783.41;942.755;56.7
04:00;4.46215;35.7077;96.75;80.1481;23.8662;895.46;909.682;72.2
05:00;4.21063;48.5588;89.9078;73.0908;49.2291;767.78;853.87;123.8
06:00;4.1304;59.4502;84.1611;68.1723;110.49;888.98;833.233;228.3
07:00;4.86601;84.4249;91.8306;75.6045;217.254;1385.88;862.657;416.4
08:00;5.87973;75.2606;122.31;101.505;233.883;1621.15;954.433;432.7
09:00;6.77706;88.8073;141.513;116.987;243.938;1667.75;1084.86;461.5
10:00;6.99767;80.3221;150.826;124.854;192.463;1570.75;1197.64;374.4
11:00;5.85634;74.3966;80.4457;66.9143;142.463;1038.22;1229.5;292.1
12:00;4.51955;65.3901;62.2586;48.6063;84.2362;751.62;1211.52;194.1
13:00;3.36315;56.2417;38.1221;27.6991;64.7983;501.938;1178.29;155.2
14:00;3.26119;69.8367;49.5147;37.7818;96.7686;721.204;1157.31;217.7
15:00;3.25352;79.3077;60.7642;45.0652;136.248;1099.86;1121.56;287.4
16:00;3.57569;90.1422;62.2095;49.3615;150.79;963.88;1039.4;320.5
17:00;5.16273;87.558;126.445;102.865;204.194;1457.75;1013.15;399.6
18:00;6.46534;97.4982;141.874;116.396;219.166;1626.62;1020.14;432.4
19:00;6.69674;84.0333;121.462;99.612;174.312;1351.66;1059.32;350.3
20:00;6.77343;82.4439;111.975;92.3742;155.391;1343.18;1133.26;319.8
21:00;7.14979;73.6282;131.067;105.423;131.318;1415.25;1247.43;274.2
22:00;7.69385;73.9385;144.905;117.014;131.896;1399.67;1332.23;275.4
23:00;8.24083;66.1776;153.579;126.698;95.736;1390.27;1368.54;212.4
00:00;8.7876;59.1085;161.823;134.424;76.4072;1414.2;1424.82;175.8
