CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;2.99676;42.332;63.1197;32.887;22.8329;616.17;603.414;77.1
01:00;2.7228;32.7686;62.3137;33.7711;12.1555;469.258;586.157;51.4
02:00;2.03206;30.1138;90.9707;65.6519;10.1655;556.32;764.434;45.7
03:00;1.33357;20.4075;84.7477;62.0666;5.30529;486.243;680.017;28.5
04:00;1.23714;18.8728;78.6641;57.8922;4.56783;407.376;577.97;25.9
05:00;1.35209;23.7047;72.549;54.0553;12.5178;396.259;530.743;42.8
06:00;2.32389;41.8224;82.9057;58.1657;41.6339;683.61;541.791;105.4
07:00;2.62817;51.8731;85.8603;56.6866;92.0265;861.58;570.921;192.5
08:00;2.10239;57.6111;83.7763;51.255;127.103;858.41;598.439;251.8
09:00;1.11361;50.3066;57.8493;34.4245;128.53;674.9;615.587;246.7
10:00;0.886075;48.6386;54.5791;21.2421;113.641;570.21;617.324;222.2
11:00;1.00092;44.6696;64.7703;22.4927;88.0396;524.217;622.07;179.2
12:00;1.1634;45.8626;70.1549;23.465;87.4843;564.39;641.697;179.6
13:00;1.21093;44.6361;57.0837;19.8974;93.2663;508.299;655.702;187.2
14:00;1.37853;51.058;62.8875;22.6146;92.2759;624.87;648.359;192.1
15:00;1.61503;57.2524;58.5509;22.6759;95.3487;668.21;624.188;202.9
16:00;1.44555;60.928;66.6618;24.0507;98.1583;706.92;605.252;210.9
17:00;1.30012;56.2948;59.2089;20.3542;79.6972;607.31;596.803;178.1
18:00;1.14237;60.2287;54.3707;17.9586;75.9326;572.31;597.066;176.2
19:00;2.11989;60.2595;53.9305;20.6114;70.1164;584.28;604.574;167.4
20:00;2.06529;59.964;55.839;24.4478;89.6513;650.89;615.386;197.1
21:00;2.86882;58.414;55.4613;26.2618;62.7691;647.21;632.75;154.4
22:00;2.88911;51.5771;46.5591;24.0097;48.8415;549.26;623.299;126.2
23:00;3.13181;48.3006;53.5614;28.2479;39.1586;599.88;614.757;108.2
