CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;74;88;88;209
01:00;65;98;72;175
02:00;50;75;39;109
03:00;35;54;23;70
04:00;34;94;18;60
05:00;39;98;30;85
06:00;41;80;33;92
07:00;43;85;37;99
08:00;36;74;39;96
09:00;46;76;57;134
10:00;47;72;50;123
11:00;46;62;45;114
12:00;42;53;33;92
13:00;52;39;38;110
14:00;48;38;33;98
15:00;58;29;40;118
16:00;59;36;39;119
17:00;71;20;60;163
18:00;85;30;66;185
19:00;96;29;82;221
20:00;111;30;103;268
21:00;119;42;178;390
22:00;116;72;222;455
23:00;99;86;195;398
