CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;90;91;57;175
01:00;75;105;43;140
02:00;61;119;63;157
03:00;52;102;41;115
04:00;47;89;38;106
05:00;47;88;66;147
06:00;55;68;137;264
07:00;68;83;209;387
08:00;86;107;301;546
09:00;105;114;253;492
10:00;109;119;141;324
11:00;105;102;105;265
12:00;93;80;69;198
13:00;92;61;73;203
14:00;105;51;77;223
15:00;101;39;68;204
16:00;114;40;71;221
17:00;124;39;92;264
18:00;134;56;106;297
19:00;146;48;135;351
20:00;162;48;192;455
21:00;158;67;316;641
22:00;138;94;199;443
23:00;110;88;123;297
