CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;66;83;93;207
01:00;54;77;48;127
02:00;29;42;14;50
03:00;28;36;13;47
04:00;29;32;15;51
05:00;32;25;28;75
06:00;55;38;89;191
07:00;71;36;169;329
08:00;76;48;230;427
09:00;74;65;192;367
10:00;79;96;173;343
11:00;74;90;101;228
12:00;77;75;104;234
13:00;82;70;128;277
14:00;74;72;82;199
15:00;95;64;107;258
16:00;114;80;166;367
17:00;115;92;184;395
18:00;122;88;173;386
19:00;125;88;183;403
20:00;117;91;175;384
21:00;116;78;201;423
22:00;106;82;212;431
23:00;92;83;199;395
