CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;29;57;9;690;42
01:00;25;58;8;590;36
02:00;33;47;9;640;46
03:00;26;34;10;530;39
04:00;27;48;14;520;48
05:00;38;33;44;710;103
06:00;39;32;65;840;138
07:00;37;52;65;820;135
08:00;47;64;51;760;125
09:00;44;65;31;570;90
10:00;51;57;38;830;108
11:00;48;39;28;750;89
12:00;49;31;24;640;85
13:00;49;35;25;640;86
14:00;69;30;42;890;132
15:00;78;34;54;890;159
16:00;89;38;61;1100;182
17:00;96;40;63;1270;192
18:00;78;50;47;980;149
19:00;91;60;71;1420;199
20:00;89;84;85;1440;219
21:00;78;78;65;1300;178
22:00;52;60;29;950;96
23:00;33;68;13;710;52
