CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;99;153;97;149;1910;326
01:00;87;123;98;101;1550;241
02:00;66;76;58;31;880;111
03:00;69;87;60;41;940;131
04:00;43;26;20;15;430;66
05:00;57;16;12;20;410;87
06:00;82;20;16;44;590;148
07:00;115;25;19;122;1020;300
08:00;122;30;24;177;1460;392
09:00;127;43;31;160;1330;371
10:00;117;63;41;137;1040;325
11:00;105;113;40;98;860;253
12:00;101;98;34;76;820;218
13:00;105;70;29;78;790;223
14:00;92;89;30;70;730;197
15:00;93;68;27;60;700;183
16:00;93;60;28;63;970;188
17:00;120;94;37;106;1130;281
18:00;119;109;39;122;1300;304
19:00;129;121;46;147;1600;353
20:00;129;118;48;150;1450;357
21:00;137;158;58;183;1780;417
22:00;120;148;72;171;1680;379
23:00;109;141;84;133;1480;311
