CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;57;65;83;1530;183
01:00;49;67;45;1410;116
02:00;;12;;390;
03:00;;17;;360;
04:00;12;6;2;400;13
05:00;18;8;5;410;24
06:00;23;7;13;510;42
07:00;23;4;15;480;44
08:00;23;6;15;570;44
09:00;25;12;14;570;45
10:00;31;10;20;700;61
11:00;29;21;19;680;57
12:00;32;19;23;780;66
13:00;43;23;33;830;93
14:00;43;29;28;850;84
15:00;51;33;35;910;102
16:00;55;36;40;1010;114
17:00;64;21;48;1120;136
18:00;87;32;70;1500;194
19:00;105;41;136;2230;310
20:00;82;63;75;1550;196
21:00;85;74;89;1620;220
22:00;75;59;96;1740;220
23:00;68;73;84;1700;196
