CZAS;Pył zawieszony PM10;Tlenek węgla
00:00;163;1490
01:00;56;1190
02:00;53;700
03:00;49;850
04:00;29;1040
05:00;32;1060
06:00;40;1550
07:00;45;1560
08:00;45;1610
09:00;43;1480
10:00;46;1940
11:00;51;1540
12:00;43;1330
13:00;46;1330
14:00;64;1280
15:00;86;1610
16:00;87;1800
17:00;84;1620
18:00;107;1760
19:00;115;1480
20:00;106;2290
21:00;100;2270
22:00;152;1920
23:00;183;1630
