CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;56;210;301;3640;517
01:00;51;104;105;1360;211
02:00;51;72;89;1230;188
03:00;51;76;75;1060;166
04:00;53;69;81;930;177
05:00;57;57;112;950;228
06:00;59;58;92;780;200
07:00;57;63;81;680;180
08:00;65;69;110;710;232
09:00;95;110;269;1640;506
10:00;91;198;249;1980;473
11:00;84;126;232;1870;439
12:00;100;97;273;2110;518
13:00;92;110;244;1990;464
14:00;97;113;324;2890;592
15:00;95;133;293;2820;543
16:00;88;139;258;2230;481
17:00;80;138;224;2100;423
18:00;71;120;168;1870;326
19:00;69;130;228;2460;417
20:00;96;152;465;3900;808
21:00;85;179;399;3680;696
22:00;80;195;415;4010;714
23:00;60;204;278;3530;485
