CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;55;78;31;101
01:00;55;73;25;92
02:00;30;31;24;65
03:00;62;30;41;123
04:00;54;29;40;114
05:00;56;40;48;128
06:00;79;51;161;323
07:00;84;70;190;375
08:00;90;93;179;363
09:00;101;126;261;499
10:00;92;164;136;299
11:00;81;159;94;223
12:00;81;122;80;201
13:00;88;95;77;205
14:00;85;81;76;200
15:00;100;79;88;234
16:00;105;76;104;263
17:00;91;61;76;205
18:00;;60;;
19:00;89;45;77;205
20:00;78;42;44;144
21:00;90;43;58;177
22:00;76;72;46;145
23:00;66;74;42;129
