CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;76;68;65;173
01:00;59;51;41;120
02:00;47;53;28;89
03:00;42;62;26;80
04:00;36;46;32;84
05:00;39;51;31;86
06:00;46;53;121;229
07:00;59;59;167;313
08:00;65;66;170;324
09:00;86;70;170;344
10:00;109;78;169;366
11:00;107;90;135;312
12:00;104;89;102;259
13:00;95;79;75;206
14:00;105;78;85;232
15:00;90;58;55;173
16:00;122;53;96;267
17:00;114;39;80;234
18:00;103;59;61;194
19:00;120;37;89;255
20:00;110;52;71;216
21:00;101;60;77;216
22:00;92;67;82;217
23:00;91;69;86;221
