CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;53;25;13;75;730;167
01:00;45;21;12;44;570;113
02:00;26;9;3;16;240;51
03:00;25;5;3;16;230;49
04:00;27;8;4;17;240;54
05:00;26;9;5;22;270;60
06:00;32;14;8;23;250;66
07:00;38;16;9;29;270;82
08:00;51;18;10;46;310;121
09:00;56;20;12;56;350;141
10:00;46;20;11;47;360;118
11:00;52;20;10;48;450;125
12:00;63;22;12;61;520;155
13:00;69;23;13;69;620;175
14:00;65;21;12;62;530;160
15:00;59;24;13;51;490;137
16:00;70;24;13;62;480;166
17:00;77;25;14;79;560;198
18:00;90;29;15;129;760;288
19:00;78;30;16;89;750;214
20:00;84;24;13;120;880;266
21:00;88;23;12;123;880;275
22:00;75;23;12;98;800;226
23:00;70;35;19;98;910;220
