CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;63;127;110;44;1490;130
01:00;37;77;63;17;670;62
02:00;32;92;80;12;920;51
03:00;30;97;88;11;880;47
04:00;34;95;84;12;890;52
05:00;36;86;69;15;630;59
06:00;59;100;72;47;760;130
07:00;72;88;62;86;1130;204
08:00;84;81;57;121;1350;267
09:00;94;70;63;154;1670;330
10:00;96;80;74;152;1360;327
11:00;88;75;71;141;1440;304
12:00;97;90;73;144;1630;316
13:00;86;238;98;130;1360;284
14:00;88;253;101;119;1270;269
15:00;92;202;90;126;1540;283
16:00;86;168;86;127;1850;278
17:00;96;185;96;144;2300;316
18:00;106;171;105;167;2010;362
19:00;102;160;106;172;1980;365
20:00;95;151;104;143;1770;312
21:00;101;161;114;159;1870;344
22:00;95;150;110;123;1730;283
23:00;80;141;111;85;1470;210
