CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;87;82;1900;213
01:00;98;113;3740;271
02:00;90;80;3890;212
03:00;87;87;3910;220
04:00;84;74;3690;196
05:00;84;75;3450;197
06:00;89;124;3780;279
07:00;106;195;3980;405
08:00;99;227;4020;446
09:00;106;207;3550;423
10:00;102;161;3510;349
11:00;122;174;3110;388
12:00;120;122;2460;306
13:00;135;142;2370;353
14:00;117;137;1580;327
15:00;118;129;1490;314
16:00;122;157;1750;362
17:00;117;135;1670;322
18:00;126;147;1820;351
19:00;118;136;1940;327
20:00;113;123;1900;301
21:00;114;143;2140;332
22:00;103;99;1940;252
23:00;102;111;2000;271
