CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;47;150;81;1590;169
01:00;53;112;123;2450;239
02:00;49;145;93;2610;190
03:00;48;151;76;2340;162
04:00;49;133;55;2040;132
05:00;56;115;76;2330;171
06:00;56;127;101;2060;209
07:00;56;116;155;1710;292
08:00;56;80;169;1940;314
09:00;64;63;238;2400;427
10:00;59;80;210;1870;381
11:00;61;75;203;1940;370
12:00;64;89;191;1920;356
13:00;66;98;203;1930;376
14:00;64;96;185;1880;346
15:00;70;108;206;2090;383
16:00;76;113;242;2630;445
17:00;89;119;256;3470;479
18:00;70;122;193;2800;364
19:00;71;127;207;2590;387
20:00;68;132;213;2580;393
21:00;65;149;181;2340;340
22:00;57;148;145;2280;277
23:00;53;149;137;2100;262
