CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;23;26;16;48
01:00;47;73;25;86
02:00;38;58;16;63
03:00;39;46;18;66
04:00;41;36;16;64
05:00;54;33;36;109
06:00;70;53;100;223
07:00;88;81;258;482
08:00;91;109;233;447
09:00;83;131;100;235
10:00;76;92;76;193
11:00;70;76;76;185
12:00;49;71;49;124
13:00;48;59;50;124
14:00;45;46;41;107
15:00;44;55;42;109
16:00;50;56;47;122
17:00;53;47;50;129
18:00;65;44;67;166
19:00;62;45;66;163
20:00;101;42;150;330
21:00;59;39;47;130
22:00;60;36;46;130
23:00;48;26;35;101
