CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;94;141;111;97;1900;242
01:00;79;148;122;66;1790;180
02:00;31;86;83;10;700;47
03:00;;77;75;;680;
04:00;36;80;76;13;670;56
05:00;44;93;87;24;810;80
06:00;49;104;96;43;950;115
07:00;61;109;95;92;1170;201
08:00;58;114;101;92;1240;199
09:00;65;71;63;75;1000;180
10:00;67;51;42;52;840;147
11:00;61;36;26;40;700;123
12:00;51;29;21;30;640;98
13:00;62;34;22;36;590;117
14:00;63;36;25;38;590;121
15:00;65;32;22;37;600;123
16:00;69;28;19;34;610;120
17:00;63;29;21;32;570;113
18:00;72;32;23;33;590;122
19:00;86;38;26;38;750;145
20:00;117;63;33;108;1280;282
21:00;109;81;53;67;1050;211
22:00;92;110;83;46;1080;163
23:00;99;131;97;107;1640;263
