CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;49;36;470;104
01:00;34;22;430;69
02:00;49;117;1370;228
03:00;48;68;940;152
04:00;50;92;870;189
05:00;54;96;790;200
06:00;58;90;660;194
07:00;63;105;730;223
08:00;68;120;820;251
09:00;69;101;900;223
10:00;75;110;930;243
11:00;58;58;710;145
12:00;47;40;530;108
13:00;51;43;510;116
14:00;53;45;480;120
15:00;48;44;520;114
16:00;57;50;540;132
17:00;60;53;610;139
18:00;80;87;870;212
19:00;89;132;1250;290
20:00;97;160;1460;342
21:00;107;258;2070;501
22:00;84;153;1380;318
23:00;64;67;720;166
