CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;43;37;750
01:00;39;30;580
02:00;18;15;170
03:00;19;17;190
04:00;20;17;180
05:00;21;17;230
06:00;24;21;420
07:00;29;25;1010
08:00;30;26;1130
09:00;29;24;800
10:00;31;25;820
11:00;28;22;540
12:00;23;18;500
13:00;24;20;520
14:00;21;17;380
15:00;22;17;610
16:00;22;16;530
17:00;22;16;780
18:00;24;17;860
19:00;30;20;920
20:00;36;25;1300
21:00;39;31;1100
22:00;48;40;1140
23:00;48;40;940
