CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;1.68799;45.2876;46.9338;39.766;40.8618;538.85;701.711;107.994
00:00;1.67153;35.8475;43.5657;37.3722;23.3601;472.74;632.971;71.6828
01:00;1.45634;23.5395;33.6175;28.9441;10.5746;356.377;545.191;39.7224
02:00;1.21016;17.7638;22.6765;19.5503;6.91808;289.29;457.58;28.5165
03:00;1.09082;14.4803;27.7142;23.8046;5.79647;276.701;434.97;23.3753
04:00;1.01671;16.7249;28.5653;24.2707;9.84922;296.673;410.731;31.8004
05:00;0.92806;28.2555;25.5768;20.3607;26.4135;310.518;388.184;68.8053
06:00;0.877492;32.6331;22.4438;17.9958;35.3559;311.852;356.625;86.8922
07:00;1.29035;55.8814;25.6194;19.9214;96.6678;809.32;390.434;203.7
08:00;1.45103;60.0592;24.2095;19.8254;116.343;697.18;418.489;237.8
09:00;1.62893;60.8148;26.8024;20.7465;118.749;601.48;449.127;242.2
10:00;1.73247;63.0817;33.7721;26.3157;129.428;704.45;501.022;260.8
11:00;1.59165;52.1643;29.9332;23.7404;91.0719;568.89;537.545;191.4
12:00;1.50507;45.2419;26.9885;21.6727;71.7181;447.64;556.416;154.7
13:00;1.42116;50.3518;25.9817;20.9088;70.1881;453.366;574.272;157.7
14:00;1.28577;51.1361;17.9498;14.789;70.1368;466.89;593.652;158.2
15:00;1.17952;53.5656;25.4018;15.1338;70.6318;440.735;547.579;161.5
16:00;1.36163;56.7582;20.2043;15.8037;73.0874;536.55;527.5;168.5
17:00;1.80172;72.119;33.8024;25.2343;122.879;836.89;556.926;259.9
18:00;1.95279;71.9835;57.9308;32.2686;116.36;722.7;559.208;249.9
19:00;2.00062;61.8638;43.1439;23.5235;79.2794;659.98;570.594;183.1
20:00;2.10648;64.4086;37.0673;24.0154;88.5626;733.22;606.291;199.8
21:00;1.82385;53.8536;20.9574;16.4786;62.2374;551.05;618.502;148.9
22:00;1.87727;59.8014;28.5186;22.9729;69.2653;731.69;651.602;165.7
23:00;2.13389;56.3044;43.3387;34.5274;70.0481;717.06;686.143;163.3
00:00;2.23125;47.5928;51.156;41.0152;53.1302;685.24;704.729;128.7
