CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;75;63;76;189
01:00;55;63;56;139
02:00;48;54;42;110
03:00;43;42;34;94
04:00;49;43;47;120
05:00;36;43;32;85
06:00;35;41;38;91
07:00;37;44;41;100
08:00;48;48;62;141
09:00;44;49;46;113
10:00;48;47;54;130
11:00;45;39;44;112
12:00;50;34;47;120
13:00;55;23;45;122
14:00;59;22;42;122
15:00;57;27;43;121
16:00;57;18;42;121
17:00;59;20;46;128
18:00;64;18;49;138
19:00;84;30;69;187
20:00;96;33;98;244
21:00;111;45;139;323
22:00;97;54;91;234
23:00;93;63;111;260
