CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;75;59;51;149;1550;303
01:00;70;61;54;103;1330;225
02:00;53;77;56;26;540;92
03:00;45;66;50;19;500;73
04:00;45;69;50;24;520;81
05:00;49;67;49;37;560;104
06:00;56;78;54;102;720;212
07:00;70;85;57;185;1100;353
08:00;68;94;61;179;1150;341
09:00;77;80;52;216;1140;407
10:00;73;83;55;187;1060;358
11:00;89;87;54;195;1170;387
12:00;83;71;48;141;890;298
13:00;92;75;44;173;930;356
14:00;92;67;39;109;820;258
15:00;101;67;39;139;910;313
16:00;113;54;34;185;1130;395
17:00;121;54;35;173;1040;386
18:00;131;57;36;221;1450;469
19:00;155;51;34;344;1980;681
20:00;129;87;53;271;1710;541
21:00;113;97;62;193;1760;409
22:00;103;;;179;1550;377
23:00;90;;;161;1510;336
