CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;66;119;97;247;2920;443
01:00;59;88;66;141;1780;274
02:00;59;84;61;168;1890;316
03:00;53;88;66;186;1960;338
04:00;48;91;66;179;1760;323
05:00;46;88;64;137;1660;256
06:00;50;96;66;184;1560;331
07:00;63;105;72;299;2300;521
08:00;53;95;68;223;2140;395
09:00;62;97;68;261;2530;462
10:00;62;98;69;208;2110;381
11:00;74;94;66;194;1960;371
12:00;88;90;60;242;2030;458
13:00;83;80;52;181;1970;360
14:00;84;77;51;165;1580;336
15:00;98;95;59;243;2360;469
16:00;104;121;81;299;2670;562
17:00;101;112;80;276;2780;522
18:00;95;123;93;289;2890;537
19:00;90;123;87;290;2690;533
20:00;82;121;90;266;2740;488
21:00;79;116;84;262;2460;479
22:00;96;137;92;423;3500;744
23:00;94;160;112;446;4010;777
