CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;122;222;1400;463
01:00;104;181;1460;381
02:00;51;36;1130;108
03:00;47;36;1080;104
04:00;51;45;1030;121
05:00;47;55;1000;133
06:00;62;147;950;288
07:00;80;255;970;472
08:00;101;339;1060;620
09:00;106;287;1140;546
10:00;114;292;1200;562
11:00;102;221;1220;441
12:00;75;105;1200;236
13:00;85;115;1140;262
14:00;73;87;1130;207
15:00;82;97;1080;231
16:00;93;104;1060;253
17:00;99;97;1050;248
18:00;114;126;1070;307
19:00;156;233;1120;514
20:00;145;247;1210;525
21:00;135;215;1280;465
22:00;133;247;1360;513
23:00;118;163;1400;369
