CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;45;119;33;830;95
01:00;22;45;10;350;37
02:00;18;27;7;350;29
03:00;18;20;7;350;29
04:00;16;21;6;270;25
05:00;16;20;9;230;29
06:00;24;18;18;310;52
07:00;39;16;34;430;91
08:00;53;30;56;590;139
09:00;51;57;58;600;140
10:00;49;69;55;530;131
11:00;41;58;45;510;110
12:00;49;50;53;580;129
13:00;49;57;49;570;124
14:00;46;57;45;520;113
15:00;59;54;54;630;141
16:00;55;37;55;730;138
17:00;64;40;65;910;162
18:00;78;56;96;1210;224
19:00;103;34;165;1750;353
20:00;95;76;190;2130;384
21:00;82;155;131;1500;282
22:00;75;136;110;1260;242
23:00;74;126;116;1480;250
