CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;41;38;26;80
01:00;30;59;18;58
02:00;30;47;18;57
03:00;28;52;15;50
04:00;36;50;29;81
05:00;30;52;19;60
06:00;41;49;52;121
07:00;75;64;199;380
08:00;90;115;312;568
09:00;66;155;139;279
10:00;64;136;115;240
11:00;64;105;87;198
12:00;56;76;69;162
13:00;64;71;78;184
14:00;60;108;61;153
15:00;80;67;91;219
16:00;112;61;168;369
17:00;119;72;206;434
18:00;87;89;123;276
19:00;74;73;71;183
20:00;95;55;129;291
21:00;94;54;121;278
22:00;78;58;86;209
23:00;68;49;71;176
