CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;43;86;48;116
01:00;30;84;29;76
02:00;29;176;32;78
03:00;28;183;66;129
04:00;29;177;82;155
05:00;27;175;80;150
06:00;22;159;55;106
07:00;24;133;88;160
08:00;23;107;117;201
09:00;31;98;144;252
10:00;45;106;121;231
11:00;47;102;97;195
12:00;53;90;67;156
13:00;48;85;50;126
14:00;50;70;47;122
15:00;57;56;54;140
16:00;61;46;54;145
17:00;77;40;81;202
18:00;98;46;138;309
19:00;100;52;163;349
20:00;101;62;218;435
21:00;88;77;154;323
22:00;59;84;84;188
23:00;53;79;73;164
