CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;32;33;24;610;67
01:00;28;29;16;500;52
02:00;15;18;7;390;26
03:00;15;15;8;360;26
04:00;16;23;8;380;27
05:00;19;11;14;410;40
06:00;33;6;42;590;98
07:00;45;16;59;970;134
08:00;51;39;70;1160;157
09:00;53;33;77;960;170
10:00;59;32;72;1100;169
11:00;54;36;77;1080;171
12:00;56;24;68;980;160
13:00;;35;;;
14:00;62;47;65;800;160
15:00;56;36;52;760;135
16:00;70;52;76;1070;187
17:00;75;46;83;1120;201
18:00;69;46;72;1110;179
19:00;48;49;48;890;121
20:00;44;61;55;930;127
21:00;50;41;55;960;134
22:00;47;35;55;810;130
23:00;41;30;38;710;99
