CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;24;16;850
01:00;23;15;820
02:00;67;55;1290
03:00;73;61;1220
04:00;69;56;1160
05:00;63;53;1100
06:00;69;55;1040
07:00;74;58;1080
08:00;63;47;1240
09:00;50;32;1370
10:00;47;24;1360
11:00;40;18;1290
12:00;30;16;1160
13:00;25;15;1080
14:00;26;14;1000
15:00;32;14;950
16:00;65;23;920
17:00;32;20;860
18:00;25;18;920
19:00;28;21;990
20:00;24;17;1080
21:00;17;11;990
22:00;21;14;950
23:00;22;15;890
