CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;63;239;195;191;3120;355
01:00;22;16;10;10;400;37
02:00;15;15;11;8;400;27
03:00;19;14;11;9;430;33
04:00;20;14;11;8;420;33
05:00;51;23;14;48;550;124
06:00;72;44;20;133;820;275
07:00;90;71;31;270;1430;503
08:00;105;81;35;272;1500;521
09:00;118;61;35;228;1860;466
10:00;102;92;44;280;1750;530
11:00;77;52;25;135;1040;283
12:00;49;26;16;55;650;132
13:00;59;30;21;74;770;172
14:00;63;34;22;75;780;176
15:00;95;57;34;172;1390;357
16:00;101;84;54;203;1600;411
17:00;102;110;77;241;1880;471
18:00;117;157;112;375;2310;690
19:00;109;179;133;345;2700;635
20:00;109;170;122;347;2650;639
21:00;93;149;111;245;2240;467
22:00;92;172;127;295;2620;543
23:00;81;228;165;295;2830;531
