CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;64;143;79;185
01:00;47;76;30;92
02:00;34;78;16;58
03:00;36;75;17;62
04:00;35;67;16;60
05:00;44;68;33;93
06:00;58;67;103;215
07:00;72;80;186;356
08:00;85;110;225;429
09:00;83;122;156;321
10:00;93;123;176;361
11:00;77;96;145;298
12:00;71;68;98;220
13:00;66;59;73;178
14:00;66;68;71;174
15:00;57;61;58;146
16:00;64;65;61;158
17:00;70;54;77;187
18:00;94;57;144;314
19:00;109;73;194;406
20:00;109;111;188;397
21:00;96;120;160;340
22:00;84;127;136;291
23:00;73;142;104;232
