CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;33;45;42;29;500;77
01:00;84;281;266;149;2670;312
02:00;83;294;281;187;2890;368
03:00;73;282;273;121;2480;257
04:00;69;275;266;120;2300;252
05:00;66;216;210;79;1750;186
06:00;53;135;131;57;1080;141
07:00;59;91;88;66;890;159
08:00;71;74;72;91;980;209
09:00;75;79;76;105;1190;235
10:00;63;93;72;79;970;183
11:00;56;92;64;63;770;152
12:00;52;77;56;53;730;132
13:00;65;77;57;61;810;158
14:00;71;86;56;64;830;169
15:00;68;77;57;63;870;164
16:00;70;72;56;67;860;171
17:00;66;69;55;55;750;152
18:00;74;75;62;70;990;181
19:00;80;91;78;76;1010;197
20:00;73;93;82;70;950;180
21:00;61;112;101;55;970;145
22:00;49;82;72;48;680;121
23:00;35;39;34;34;420;87
