CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;42;171;157;114;1820;216
01:00;36;96;94;31;1020;84
02:00;32;88;87;22;1000;65
03:00;27;80;78;17;890;52
04:00;23;67;64;17;860;48
05:00;28;66;63;31;800;75
06:00;33;39;37;53;670;115
07:00;56;32;30;113;1010;229
08:00;54;34;33;120;1090;238
09:00;72;49;45;210;1260;393
10:00;74;56;51;193;1200;369
11:00;69;57;53;172;1120;331
12:00;63;62;58;160;1090;307
13:00;63;57;49;133;990;266
14:00;69;89;63;155;1190;306
15:00;87;89;64;187;1130;373
16:00;91;98;75;235;1570;451
17:00;75;124;90;246;1610;451
18:00;71;131;98;202;1610;379
19:00;84;157;124;260;1930;481
20:00;73;142;120;184;1760;353
21:00;63;147;123;169;1720;321
22:00;55;154;133;158;1830;296
23:00;55;157;138;128;1770;250
