CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;55;45;61;710;148
01:00;51;32;52;580;131
02:00;35;30;27;620;77
03:00;28;28;21;480;61
04:00;27;24;21;390;60
05:00;26;34;24;400;63
06:00;31;31;28;380;75
07:00;29;29;29;450;75
08:00;31;30;32;410;80
09:00;34;22;37;410;92
10:00;37;27;45;460;107
11:00;37;27;41;460;100
12:00;33;29;30;440;79
13:00;34;24;33;450;84
14:00;36;27;34;500;88
15:00;38;27;33;490;90
16:00;46;23;41;550;109
17:00;49;35;44;630;117
18:00;47;24;44;530;113
19:00;50;23;47;550;122
20:00;57;25;52;710;137
21:00;82;34;99;1090;233
22:00;77;37;97;1120;225
23:00;67;39;95;1000;210
