CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;42;55;65;141
01:00;34;49;38;92
02:00;29;32;18;57
03:00;26;26;14;48
04:00;26;13;12;45
05:00;31;15;28;75
06:00;46;16;66;147
07:00;60;19;171;322
08:00;58;55;170;319
09:00;48;66;86;180
10:00;42;49;59;132
11:00;43;85;55;127
12:00;49;64;66;150
13:00;59;57;69;164
14:00;47;53;47;119
15:00;48;41;53;128
16:00;58;43;70;165
17:00;54;51;56;140
18:00;66;61;78;186
19:00;61;34;64;160
20:00;66;50;96;214
21:00;63;68;116;240
22:00;53;72;77;170
23:00;54;57;125;245
