CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;67.3328;224.114;173.551;148.31;2205.37;1858.87;293.9
01:00;58.9693;197.751;166.919;117.351;2246.35;2412.43;238.3
02:00;45.7691;191.589;170.289;78.8824;2236.17;2499.17;166.3
03:00;47.672;171.1;184.926;72.6894;2043.77;2394.03;158.7
04:00;48.8049;179.853;164.102;89.8103;1919.47;2347.57;186
05:00;49.1258;177.103;159.627;105.584;1850.47;2225.24;210.5
06:00;57.543;168.2;172.669;199.307;2143.04;2160.69;362.1
07:00;64.7317;174.224;147.404;207.735;2283.66;2132.31;382.2
08:00;81.3625;175.914;136.604;280.37;2457.93;2147.61;509.8
09:00;97.0587;151.621;104.865;234.504;1847.02;2097.69;455.4
10:00;87.3885;99.6191;59.9301;124.075;1083.04;1953.55;277
11:00;88.6569;81.1297;36.8179;105.257;823.011;1800.96;249.5
12:00;83.8967;57.8018;25.4236;78.137;648.099;1642.03;203.3
13:00;71.2954;49.0859;23.1242;60.714;598.865;1485.58;164.1
14:00;55.1454;38.6257;18.4946;39.4821;509.966;1281.45;115.5
15:00;65.6297;42.1334;20.0846;49.508;525.36;1061.66;141.3
16:00;83.6927;48.0959;23.1336;70.5469;721.2;844.57;191.5
17:00;75.6756;41.8157;21.3925;54.593;592.205;687.718;159.1
18:00;89.462;67.9;32.487;89.3895;816.49;654.4;226
19:00;125.079;148.807;61.7242;261.975;1744.54;769.591;525.4
20:00;138.06;200.151;92.8052;399.834;2492.99;1000.2;749
21:00;123.613;213.727;126.323;340.822;2467.45;1233.78;644.4
22:00;100.757;211.32;169.098;170.744;2087.52;1430.97;361.7
23:00;86.1801;241.709;179.764;216.49;2464.43;1673.35;417
