CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;8.0985;61.2468;115.903;96.8022;258.444;2040.51;1810.27;457.855
00:00;7.98232;42.6477;114.474;94.2408;80.2749;1345.82;1805.85;165.804
01:00;7.73171;37.6898;112.896;93.0105;76.8422;1322.32;1788.02;155.57
02:00;7.65435;38.4742;114.148;95.1795;77.4945;1320.22;1721.66;157.36
03:00;7.4093;37.3062;113.793;95.2578;93.9175;1382.13;1591.37;181.389
04:00;7.21655;37.6186;113.171;95.4792;89.2845;1246.47;1518.79;174.5
05:00;6.72425;51.4496;97.8849;82.1832;195.77;1202.53;1408.57;351.797
06:00;6.66594;62.9005;93.9636;78.943;337.088;1613.58;1434.2;580.017
07:00;6.98175;91.9924;92.9637;78.2183;484.638;2296.62;1466.21;835.35
08:00;7.48915;131.988;94.338;78.5877;715.546;3033.22;1677.14;1229.83
09:00;6.29885;99.0535;83.0618;67.1041;387.784;1868.39;1745.39;694.004
10:00;3.65693;46.4694;27.1024;21.0602;67.8784;606.01;1656.12;150.778
11:00;2.41325;57.0791;29.2874;20.473;89.1082;659.43;1565.78;193.749
12:00;2.05483;64.5978;27.5529;20.0083;112.407;777.05;1507.1;237.035
13:00;1.64183;51.0048;61.1507;21.7284;69.8358;577.448;1428.97;158.156
14:00;1.4523;46.2457;89.0165;25.4722;56.4333;444.451;1282.83;132.868
15:00;1.70811;67.6931;95.4846;29.9744;91.1962;614.17;1072.52;207.851
16:00;2.15225;67.9923;98.5077;34.8874;113.496;1010.22;819.646;241.997
17:00;2.61566;73.0506;100.489;37.7934;123.219;814.66;687.93;262.045
18:00;3.60149;94.1371;185.582;65.4777;227.093;1482.82;797.531;442.516
19:00;4.25152;82.995;178.804;71.6829;217.689;1309.44;878.782;416.945
20:00;4.66248;81.7457;137.203;61.9048;210.224;1439.71;961.615;404.254
21:00;5.18563;89.5969;112.254;57.7665;254.523;1552.28;1083.47;479.968
22:00;5.85207;100.436;106.258;64.6849;397.043;2116.66;1292.5;709.603
23:00;6.44692;97.707;94.5891;59.2114;431.667;2321.61;1505.93;759.921
00:00;6.70433;103.811;96.2685;64.0125;454.052;2518.76;1694.49;800.367
