CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;79;68;57;88;1200;212
01:00;70;65;57;38;730;128
02:00;77;73;61;75;1070;191
03:00;63;61;51;43;740;128
04:00;58;57;48;33;590;107
05:00;75;68;54;91;870;213
06:00;81;80;54;145;870;302
07:00;76;85;57;103;840;233
08:00;80;93;67;131;1010;278
09:00;86;96;71;93;1000;228
10:00;91;143;94;103;1570;247
11:00;109;105;69;100;1190;261
12:00;89;71;46;58;850;176
13:00;89;46;31;53;680;169
14:00;92;44;29;60;820;184
15:00;80;44;28;39;640;139
16:00;78;43;28;42;590;142
17:00;102;53;38;64;900;199
18:00;108;38;34;64;950;205
19:00;134;36;33;108;1180;298
20:00;144;43;40;170;1390;403
21:00;124;46;43;113;1220;297
22:00;121;82;63;144;1440;341
23:00;106;74;59;137;1480;315
