CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;98;181;60;1240;190
01:00;87;187;32;1000;136
02:00;54;68;22;850;87
03:00;59;73;38;850;118
04:00;70;69;68;860;174
05:00;77;81;179;1330;350
06:00;99;79;248;1740;478
07:00;103;136;151;1450;334
08:00;124;129;184;1710;406
09:00;126;160;154;1540;361
10:00;138;189;154;1500;373
11:00;139;184;101;1300;294
12:00;119;117;63;1050;214
13:00;117;81;58;980;205
14:00;114;72;54;990;197
15:00;101;66;38;950;160
16:00;91;74;37;920;147
17:00;124;89;65;1180;223
18:00;141;99;91;1360;280
19:00;175;87;200;2130;481
20:00;173;91;243;2690;544
21:00;144;125;167;2270;400
22:00;113;177;93;1700;255
23:00;96;201;42;1200;159
