CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;23;16;14;43
01:00;19;12;10;33
02:00;40;44;41;102
03:00;32;45;30;77
04:00;32;40;28;73
05:00;29;37;37;85
06:00;25;39;31;72
07:00;38;43;81;162
08:00;45;41;71;152
09:00;54;44;74;167
10:00;52;41;66;151
11:00;51;41;56;136
12:00;50;39;45;118
13:00;59;32;41;122
14:00;63;33;59;152
15:00;44;25;33;94
16:00;51;21;42;115
17:00;56;32;54;139
18:00;72;25;79;191
19:00;62;21;61;154
20:00;49;22;45;117
21:00;50;22;49;124
22:00;40;17;35;92
23:00;35;18;30;80
