CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;90;61;126;1070;283
01:00;67;54;68;780;172
02:00;36;35;20;430;66
03:00;30;43;17;370;56
04:00;34;46;24;360;72
05:00;37;56;41;410;100
06:00;47;64;82;630;173
07:00;66;70;157;970;307
08:00;66;75;135;1020;274
09:00;73;76;135;1100;279
10:00;75;68;106;750;238
11:00;73;;80;730;196
12:00;;;;;
13:00;91;;95;870;236
14:00;73;49;65;690;173
15:00;85;50;71;;192
16:00;85;45;73;;197
17:00;92;45;87;950;225
18:00;;46;;;
19:00;101;46;98;1010;250
20:00;97;51;85;1020;226
21:00;100;62;114;1050;275
22:00;83;64;102;1070;239
23:00;100;59;151;1210;332
