CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;22;24;8;340;34
01:00;19;25;5;390;28
02:00;28;34;14;460;48
03:00;30;36;15;500;52
04:00;31;26;19;520;60
05:00;31;27;30;580;77
06:00;32;29;32;700;80
07:00;35;38;34;530;87
08:00;40;47;44;660;107
09:00;45;51;46;870;115
10:00;36;43;33;710;87
11:00;34;41;30;670;79
12:00;37;20;29;630;81
13:00;36;34;34;650;87
14:00;36;28;28;590;79
15:00;35;27;26;570;74
16:00;43;14;34;680;94
17:00;41;25;30;600;86
18:00;41;38;26;570;80
19:00;49;20;38;860;107
20:00;58;21;50;800;134
21:00;57;35;44;860;124
22:00;48;40;29;670;93
23:00;29;37;12;470;47
