CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;64;178;317;3380;548
01:00;38;71;24;1000;74
02:00;29;45;12;750;47
03:00;26;46;12;660;43
04:00;24;53;12;570;42
05:00;25;30;17;470;49
06:00;31;25;47;610;102
07:00;54;50;147;1430;278
08:00;74;34;201;2210;381
09:00;70;56;154;1850;304
10:00;56;59;160;1790;299
11:00;67;54;176;1760;334
12:00;68;47;162;1800;315
13:00;56;60;121;1610;240
14:00;62;67;113;1420;234
15:00;56;104;124;1450;243
16:00;58;102;100;1560;211
17:00;69;84;163;2010;317
18:00;79;132;269;2880;489
19:00;82;159;225;2780;425
20:00;94;163;333;3590;602
21:00;85;219;316;3520;567
22:00;72;198;284;3170;506
23:00;77;190;384;3890;665
