CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;30.7913;22.2797;17.0142;22.3286;500.331;707.012;65.0473
01:00;17.0114;14.0366;10.8942;10.6695;386.497;683.108;33.384
02:00;;;;;;;
03:00;37.0798;64.7779;48.8134;34.2859;743.411;782.041;89.6639
04:00;29.6967;63.4654;47.884;30.8428;738.748;784.361;77.0142
05:00;40.9286;57.2451;43.3559;42.5618;670.418;780.784;106.3
06:00;29.7897;82.421;63.879;29.513;803.144;782.575;75.0608
07:00;34.3373;96.0214;72.6878;51.6431;875.33;776.963;113.494
08:00;32.2792;103.349;68.8904;40.8704;837.63;771.97;95.0325
09:00;32.589;92.6293;61.2526;45.4331;751.783;787.887;102.174
10:00;41.7289;72.7201;55.8515;65.3716;893.46;789.24;142.068
11:00;44.227;52.1348;39.4209;52.8212;650.046;777.57;125.478
12:00;45.7415;31.3946;22.2419;43.1306;510.997;749.101;111.917
13:00;40.6162;27.1208;19.2201;30.9457;476.879;724.909;88.3131
14:00;50.7609;30.5562;21.0736;38.736;501.8;687.241;110.262
15:00;43.4086;28.0323;18.9961;35.9191;501.457;640.507;98.4584
16:00;38.6495;22.3442;14.7355;36.1717;493.156;597.447;94.0425
17:00;43.5999;23.5981;16.0357;42.0762;577.726;575.69;108.231
18:00;53.132;27.5834;18.8939;61.0264;658.069;546.266;146.772
19:00;55.3101;29.2067;19.747;63.6781;746.525;558.326;153.041
20:00;67.2653;38.1822;25.8337;88.7213;933.45;611.133;203.348
21:00;58.795;35.0171;24.1357;70.399;864.98;659.645;166.703
22:00;51.1924;32.1785;22.745;55.2951;726.787;687.769;135.921
23:00;48.0965;38.7394;29.929;43.0236;648.224;706.115;114.021
