CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;65;95;44;1000;131
01:00;51;52;24;740;87
02:00;44;64;22;1010;76
03:00;41;66;31;1020;87
04:00;43;45;65;1040;141
05:00;49;52;150;1410;276
06:00;57;61;209;2050;375
07:00;63;72;173;2290;328
08:00;77;81;206;2920;390
09:00;102;89;171;2250;361
10:00;87;128;82;870;211
11:00;87;165;85;1120;216
12:00;72;93;60;850;162
13:00;69;58;59;780;158
14:00;74;45;58;820;162
15:00;85;32;70;1040;192
16:00;83;26;66;940;182
17:00;91;49;70;1030;196
18:00;104;41;85;1300;232
19:00;125;54;175;1800;391
20:00;108;49;129;1540;304
21:00;104;78;157;1700;342
22:00;98;79;162;1900;344
23:00;62;84;41;870;124
