CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;84;115;78;76;1120;199
01:00;82;125;77;63;1070;178
02:00;38;59;47;7;750;48
03:00;36;58;47;8;570;48
04:00;46;63;49;20;600;77
05:00;65;81;59;64;810;163
06:00;63;78;56;127;980;256
07:00;70;75;54;168;1170;325
08:00;86;90;64;217;1450;418
09:00;87;112;69;187;1390;372
10:00;95;115;62;195;1270;393
11:00;98;94;49;148;1020;324
12:00;87;56;28;86;790;218
13:00;85;49;21;57;610;172
14:00;80;44;18;52;610;160
15:00;95;35;16;72;750;205
16:00;116;43;17;102;960;273
17:00;101;39;17;71;740;210
18:00;124;43;19;109;850;291
19:00;137;59;22;137;990;346
20:00;153;71;27;234;1330;511
21:00;148;125;48;243;1630;519
22:00;125;145;71;167;1520;380
23:00;106;109;69;108;1290;271
