CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;49;39;45;117
01:00;44;56;33;94
02:00;44;77;14;66
03:00;44;84;19;72
04:00;40;59;19;68
05:00;40;63;38;98
06:00;47;75;85;176
07:00;52;82;144;271
08:00;63;95;134;268
09:00;66;108;97;215
10:00;60;88;60;151
11:00;61;52;56;146
12:00;53;41;42;117
13:00;52;44;38;110
14:00;57;43;41;120
15:00;48;51;34;98
16:00;43;39;34;96
17:00;56;39;42;119
18:00;60;56;50;137
19:00;62;52;69;166
20:00;66;62;83;193
21:00;52;54;52;130
22:00;48;49;45;116
23:00;57;57;73;167
