CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;46;48;131;2040;247
01:00;23;41;14;700;45
02:00;21;29;8;620;34
03:00;16;19;4;520;22
04:00;15;22;5;470;22
05:00;19;25;13;530;40
06:00;28;23;36;720;83
07:00;37;16;58;950;125
08:00;45;25;108;1560;210
09:00;51;30;122;1950;237
10:00;49;44;111;1850;219
11:00;53;31;109;1840;219
12:00;54;44;104;1900;212
13:00;47;53;93;1810;189
14:00;41;65;72;1310;152
15:00;43;45;87;2020;177
16:00;54;46;96;1940;199
17:00;52;43;102;2180;208
18:00;54;49;158;2630;296
19:00;49;86;128;2100;244
20:00;51;55;123;2170;238
21:00;48;53;93;1660;191
22:00;50;58;119;1930;233
23:00;50;53;158;2040;292
