CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;67;35;22;72;760;177
01:00;59;39;26;44;720;126
02:00;25;21;14;11;350;41
03:00;28;22;15;13;360;47
04:00;25;22;14;9;330;39
05:00;40;20;13;30;360;85
06:00;56;21;14;73;470;167
07:00;83;25;16;159;1150;326
08:00;88;30;22;209;1220;407
09:00;73;32;24;197;1150;375
10:00;79;32;23;192;1030;371
11:00;66;36;23;138;860;276
12:00;62;35;21;92;670;202
13:00;71;29;18;81;650;195
14:00;74;27;16;71;590;182
15:00;73;25;15;69;570;178
16:00;83;23;13;72;740;193
17:00;83;24;14;73;610;194
18:00;80;27;14;64;570;177
19:00;104;27;15;113;1030;277
20:00;105;28;15;135;1140;312
21:00;116;31;18;175;1400;383
22:00;102;32;19;152;1230;333
23:00;79;32;21;88;980;213
