CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;62;45;1290
01:00;64;49;1290
02:00;57;43;1290
03:00;57;44;1210
04:00;56;46;1120
05:00;45;38;1040
06:00;18;8;920
07:00;22;11;870
08:00;34;14;860
09:00;30;12;880
10:00;19;9;910
11:00;22;10;920
12:00;22;11;910
13:00;22;11;920
14:00;25;11;920
15:00;21;11;890
16:00;28;13;870
17:00;32;16;910
18:00;37;20;950
19:00;43;23;990
20:00;48;24;1100
21:00;57;31;1190
22:00;57;34;1230
23:00;63;42;1240
